productName|link|logo|productId|ranking|company_name|annualFee|badges1|badges2|badges3|badges4|balanceTransfer|bankName|cardProvider|cardType|currency|hasAirMiles|hasCashBack|hasPetrolRewards|hasPoints|interestRate|keyBenefit1|keyBenefit2|keyBenefit3|logoAltText|lowInterestThreshold|minMonthlyIncome|premium|cashBackRewardsRetail|cashBackRewardsSpecial|cashBackRewardsHotels|milesRewardsEnrichMiles|pointRewardsRetail|language|hasOctopus|hasPromotion|promoText|promoExpiry||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Credit Card|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=en&cardType=AEON_VisaCard&channelSrc=|aeon-visa-credit-card.jpg||0|7|20|||||0|AEON|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|Enjoy 5% credit purchase discount on Thanksgiving Days (2nd & 20th of every month)|Enjoy all year-round with the AEON Member Price|Octopus Automatic Add Value Service|AEON Visa Visa Credit Card|32|0|FALSE|0||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=zh&cardType=AEON_VisaCard&channelSrc=|aeon-visa-credit-card.jpg||0|7|20|||||0|AEON|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折|全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」|八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值八達通自動增值|AEON Visa Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡Visa 信用卡|32|0|FALSE|0||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Japan Home Centre Visa Card|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=en&cardType=Japan_Home_Visa_Card&channelSrc=|aeon-japan-home-centre-visa-card.jpg||0|7|0|||||0|AEON|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.59|Japan Home Centre coupon worth HK$ 400|Discount offer on selected Items from  Japan Home Centre||AEON Visa Japan Home Centre Visa Card|32|0|FALSE|0.3||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=zh&cardType=Japan_Home_Visa_Card&channelSrc=|aeon-japan-home-centre-visa-card.jpg||0|7|0|||||0|AEON|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.59|HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券HK$400日本城折扣優惠券|指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠指定日本城貨品折扣優惠||AEON Visa 日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡日本城 Visa 卡|32|0|FALSE|0.3||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
American Express Credit Card|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=en&cardType=AEON_AE_Card&channelSrc=|aeon-american-express-credit-card.jpg||0|7|20|||||0|AEON|American Express|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|5% Thanksgiving Days credit purchase discount (2nd & 20th of every month)|Members can enjoy interest free card instalment services on electrical appliances furniture health and equipment and designated products year-round.|Travel Accident Insurance worth USD 100 000 each including dependents|AEON American Express American Express Credit Card|32|0|FALSE|0||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=zh&cardType=AEON_AE_Card&channelSrc=|aeon-american-express-credit-card.jpg||0|7|20|||||0|AEON|American Express|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折|全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」|免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險免費享有高達US$100000之旅遊意外保險|AEON American Express  美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡 美國運通信用卡|32|0|FALSE|0||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JCB Credit Card|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=en&cardType=AEON_JCB_Card&channelSrc=|aeon-jcb-credit-card.jpg||0|7|20|||||0|AEON|JCB|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|5% Thanksgiving Days credit purchase discount (2nd & 20th of every month)|Enjoy all year-round with the AEON Member Price|Travelling advantages in Japan|AEON JCB JCB Credit Card|32|0|FALSE|0||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=zh&cardType=AEON_JCB_Card&channelSrc=|aeon-jcb-credit-card.jpg||0|7|20|||||0|AEON|JCB|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折|全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」|享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠享受日本旅遊優惠|AEON JCB  JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡 JCB 信用卡|32|0|FALSE|0||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
UnionPay Credit Card|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=en&cardType=AEON_UnionPay_Card&channelSrc=|aeon-unionpay-credit-card.jpg||0|7|0|||||0|AEON|UnionPay|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|Settlement in Hong Kong currencies (in China or Hong Kong)|5% Thanksgiving Days credit purchase discount ((2nd & 20th of every month)|Enjoy all year-round with the AEON Member Price|AEON UnionPay UnionPay Credit Card|32|0|FALSE|0||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡|https://www.aeon.com.hk/AeonApplication/AeonCard.do?method=display&lang=zh&cardType=AEON_UnionPay_Card&channelSrc=|aeon-unionpay-credit-card.jpg||0|7|0|||||0|AEON|UnionPay|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.59|以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)以港幣結算的銀聯信用卡(不論於中國內地及香港)|每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折每月2號及20號於AEON簽賬購物可獲95折|全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」全年享受「AEON 會員價」|AEON UnionPay 銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡銀聯信用卡|32|0|FALSE|0||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Priority Banking Visa Infinite Card|http://www.standardchartered.com.hk/credit-cards/priority-banking.html|standard-chartered-priority-banking-credit-card.jpg||1|24|0|||||1|Standard Chartered Bank|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.73|Perpetual Annual Fee Waiver for Priority Banking customers|Complimentary Travel Accident Insurance Worth USD$1000000 and Airport Lounge Privileges|Priority Banking 360° Rewardsup to 50000 points every month|Standard Chartered Bank Visa Priority Banking Visa Infinite Card|32|0|TRUE|0||Yes|0|Up to 3X on overseas spending|en|TRUE|TRUE|Sign-up offer: 8% cash rebate in the first 2 months up to HK$600 |31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡|http://www.standardchartered.com.hk/zh/credit-cards/priority-banking.html|standard-chartered-priority-banking-credit-card.jpg||1|28|0|||||1|渣打銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|31.73|「優先理財」客戶可享永久免年費|100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇100萬美元免費旅遊意外保險 及 機場貴賓室禮遇|Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分Priority Banking 「360° 全面賞」每月可獲取高達 50000 積分|渣打銀行 Visa 「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡「優先理財」Visa Infinite 卡|32|0|TRUE|0||Yes|0|海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分海外簽賬高達3倍「360° 全面賞」積分|zh|TRUE|TRUE|首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈首2個月簽賬可享6%現金回贈最高可獲得HK$600現金回贈|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
